Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
768,LeBron James\jamesle01,21-327,F-G,2006-11-22,CLE,@,TOR,L,1,40,11,24,.458,9,17,.529,2,7,.286,6,9,.667,0,10,10,8,4,0,2,1,30,26.6
769,Monta Ellis\ellismo01,21-023,G,2006-11-18,GSW,,SEA,W,1,43,12,19,.632,11,15,.733,1,4,.250,6,8,.750,1,6,7,7,1,0,2,2,31,27.3
770,Richard Hamilton\hamilri01,28-277,G-F,2006-11-18,DET,,HOU,W,1,38,11,18,.611,9,14,.643,2,4,.500,6,6,1.000,0,7,7,8,1,0,2,4,30,26.9
771,Dwyane Wade\wadedw01,24-305,G,2006-11-18,MIA,@,ATL,W,1,49,11,25,.440,10,23,.435,1,2,.500,14,17,.824,2,5,7,9,2,2,6,3,37,28.1
772,Kobe Bryant\bryanko01,28-086,G-F,2006-11-17,LAL,,TOR,W,1,40,10,19,.526,10,17,.588,0,2,.000,11,12,.917,1,10,11,7,0,0,6,2,31,23.1
773,Baron Davis\davisba01,27-217,G,2006-11-16,GSW,,SAC,W,1,45,12,20,.600,10,15,.667,2,5,.400,10,10,1.000,1,7,8,18,3,0,8,5,36,35.2
774,LeBron James\jamesle01,21-320,F-G,2006-11-15,CLE,,POR,W,1,39,10,15,.667,7,9,.778,3,6,.500,9,11,.818,0,7,7,7,2,1,4,2,32,29.6
775,Andre Miller\millean02,30-240,G,2006-11-14,DEN,@,MIA,W,1,37,9,15,.600,7,10,.700,2,5,.400,9,9,1.000,1,7,8,10,3,0,1,2,29,33.1
776,Dwyane Wade\wadedw01,24-301,G,2006-11-14,MIA,,DEN,L,1,45,9,21,.429,6,16,.375,3,5,.600,16,17,.941,1,7,8,11,2,0,6,4,37,30.4
777,Josh Smith\smithjo03,20-131,F,2006-04-15,ATL,@,MIL,W,1,40,10,19,.526,8,15,.533,2,4,.500,6,8,.750,0,7,7,7,0,3,1,4,28,24.4
778,Joe Johnson\johnsjo02,24-289,G-F,2006-04-14,ATL,,CHA,L,1,44,13,26,.500,11,20,.550,2,6,.333,7,10,.700,4,3,7,9,2,0,6,3,35,25.6
779,Pau Gasol\gasolpa01,25-275,F-C,2006-04-07,MEM,,MIL,W,1,43,13,15,.867,13,15,.867,0,0,,7,9,.778,1,13,14,8,2,3,5,3,33,35.0
780,Gilbert Arenas\arenagi01,24-089,G,2006-04-05,WAS,@,BOS,W,1,43,14,22,.636,9,13,.692,5,9,.556,5,8,.625,0,8,8,8,4,0,3,4,38,34.4
781,Mike Bibby\bibbymi01,27-327,G,2006-04-05,SAC,@,SAS,W,1,45,9,21,.429,6,15,.400,3,6,.500,10,11,.909,0,7,7,8,0,0,2,1,31,24.8
782,Mike James\jamesmi01,30-286,G,2006-04-05,TOR,@,IND,L,1,47,13,26,.500,10,21,.476,3,5,.600,5,7,.714,2,9,11,8,1,1,6,2,34,24.8
783,LeBron James\jamesle01,21-093,F-G,2006-04-02,CLE,@,CHA,W,1,41,13,24,.542,11,19,.579,2,5,.400,7,9,.778,1,11,12,8,1,2,3,5,35,29.6
784,LeBron James\jamesle01,21-092,F-G,2006-04-01,CLE,,MIA,W,1,45,16,25,.640,14,19,.737,2,6,.333,13,14,.929,4,8,12,9,2,0,4,3,47,43.8
785,Dwyane Wade\wadedw01,24-074,G,2006-04-01,MIA,@,CLE,L,1,43,18,36,.500,17,32,.531,1,4,.250,7,9,.778,2,6,8,9,2,1,1,4,44,34.8
786,LeBron James\jamesle01,21-084,F-G,2006-03-24,CLE,,BOS,W,1,45,13,26,.500,9,18,.500,4,8,.500,6,8,.750,3,4,7,8,2,3,0,2,36,34.4
787,Raymond Felton\feltora01,21-269,G,2006-03-22,CHA,@,CLE,L,1,46,12,21,.571,11,17,.647,1,4,.250,5,8,.625,2,5,7,10,5,0,4,3,30,28.6
788,LeBron James\jamesle01,21-082,F-G,2006-03-22,CLE,,CHA,W,1,50,10,21,.476,9,16,.563,1,5,.200,16,23,.696,0,11,11,12,0,1,5,4,37,29.3
789,LeBron James\jamesle01,21-079,F-G,2006-03-19,CLE,,LAL,W,1,47,10,24,.417,7,20,.350,3,4,.750,6,10,.600,1,7,8,7,1,0,7,3,29,15.1
790,Kobe Bryant\bryanko01,27-203,G-F,2006-03-14,LAL,@,SAC,L,1,45,12,28,.429,8,20,.400,4,8,.500,2,3,.667,2,5,7,7,1,1,3,3,30,20.1
791,Dwyane Wade\wadedw01,24-054,G,2006-03-12,MIA,,CLE,W,1,45,11,26,.423,11,26,.423,0,0,,13,18,.722,3,6,9,7,2,1,2,5,35,26.7
792,Chris Webber\webbech01,33-011,F-C,2006-03-12,PHI,@,MEM,W,1,45,12,19,.632,11,17,.647,1,2,.500,6,7,.857,2,8,10,9,1,2,1,5,31,31.6
793,Paul Pierce\piercpa01,28-146,F-G,2006-03-08,BOS,,PHI,W,1,44,9,18,.500,7,14,.500,2,4,.500,11,13,.846,1,11,12,10,0,3,4,4,31,28.7
794,LeBron James\jamesle01,21-065,F-G,2006-03-05,CLE,,CHI,W,1,46,15,28,.536,14,25,.560,1,3,.333,6,6,1.000,0,9,9,7,2,0,3,3,37,28.8
795,Chris Webber\webbech01,33-002,F-C,2006-03-03,PHI,,WAS,W,1,39,12,22,.545,11,20,.550,1,2,.500,5,7,.714,2,10,12,8,0,4,5,3,30,25.2
796,LeBron James\jamesle01,21-062,F-G,2006-03-02,CLE,@,CHI,W,1,47,11,27,.407,11,24,.458,0,3,.000,11,13,.846,2,9,11,8,0,1,5,4,33,21.5
797,Allen Iverson\iversal01,30-267,G,2006-03-01,PHI,@,HOU,W,1,45,16,29,.552,15,26,.577,1,3,.333,7,9,.778,1,6,7,10,1,0,3,1,40,32.4
798,Kirk Hinrich\hinriki01,25-057,G,2006-02-28,CHI,,MIN,W,1,46,10,18,.556,8,11,.727,2,7,.286,8,10,.800,2,11,13,9,3,0,0,3,30,33.4
799,Paul Pierce\piercpa01,28-134,F-G,2006-02-24,BOS,@,POR,W,1,40,14,25,.560,12,21,.571,2,4,.500,7,8,.875,1,6,7,7,0,1,3,2,37,29.0
800,Jason Kidd\kiddja01,32-336,G,2006-02-22,NJN,,ORL,W,1,42,10,13,.769,6,7,.857,4,6,.667,4,4,1.000,3,4,7,11,3,0,2,3,28,33.7
801,Allen Iverson\iversal01,30-253,G,2006-02-15,PHI,,SAS,W,1,51,17,37,.459,17,37,.459,0,0,,8,8,1.000,1,7,8,9,2,0,4,4,42,28.4
802,LeBron James\jamesle01,21-047,F-G,2006-02-15,CLE,@,BOS,W,1,54,16,32,.500,16,27,.593,0,5,.000,11,15,.733,1,11,12,11,2,4,2,5,43,37.9
803,Paul Pierce\piercpa01,28-125,F-G,2006-02-15,BOS,,CLE,L,1,54,17,36,.472,17,32,.531,0,4,.000,16,20,.800,0,7,7,8,0,0,4,6,50,31.3
804,Dwyane Wade\wadedw01,24-029,G,2006-02-15,MIA,@,ORL,W,1,40,10,19,.526,10,19,.526,0,0,,16,19,.842,4,6,10,9,1,1,5,3,36,31.9
805,Pau Gasol\gasolpa01,25-220,F-C,2006-02-11,MEM,@,LAL,W,1,41,11,15,.733,11,15,.733,0,0,,9,11,.818,2,10,12,7,0,2,4,4,31,29.2
806,Gilbert Arenas\arenagi01,24-035,G,2006-02-10,WAS,,CLE,W,1,47,11,25,.440,8,20,.400,3,5,.600,7,7,1.000,0,8,8,10,2,3,5,3,32,26.2
807,LeBron James\jamesle01,21-040,F-G,2006-02-08,CLE,@,MIN,W,1,46,11,34,.324,10,29,.345,1,5,.200,12,17,.706,1,10,11,8,1,0,0,3,35,22.7
808,Dwyane Wade\wadedw01,24-020,G,2006-02-06,MIA,,BOS,W,1,39,10,17,.588,9,16,.563,1,1,1.000,13,15,.867,3,5,8,8,2,1,2,4,34,33.6
809,Vince Carter\cartevi01,29-009,G-F,2006-02-04,NJN,,MIA,W,1,40,11,24,.458,11,20,.550,0,4,.000,6,7,.857,1,12,13,10,0,0,6,4,28,18.9
810,LeBron James\jamesle01,21-030,F-G,2006-01-29,CLE,,PHO,W,1,43,17,33,.515,14,26,.538,3,7,.429,7,12,.583,1,10,11,7,1,1,6,1,44,29.6
811,Baron Davis\davisba01,26-290,G,2006-01-28,GSW,,POR,W,1,39,9,15,.600,7,11,.636,2,4,.500,9,11,.818,1,7,8,16,2,0,1,0,29,36.3
812,LeBron James\jamesle01,21-028,F-G,2006-01-27,CLE,@,IND,W,1,45,12,23,.522,11,21,.524,1,2,.500,5,8,.625,1,6,7,9,3,1,6,1,30,23.6
813,Michael Redd\reddmi01,26-154,G,2006-01-25,MIL,@,DET,L,1,46,16,27,.593,11,21,.524,5,6,.833,4,4,1.000,3,6,9,8,0,0,2,4,41,34.4
814,Chauncey Billups\billuch01,29-121,G,2006-01-24,DET,@,MIN,W,1,35,9,20,.450,3,9,.333,6,11,.545,3,3,1.000,1,6,7,8,1,1,3,1,27,23.0
815,Steve Nash\nashst01,31-349,G,2006-01-22,PHO,,SEA,L,1,49,12,20,.600,10,15,.667,2,5,.400,2,2,1.000,1,7,8,16,1,1,5,3,28,28.3
816,Chris Paul\paulch01,20-260,G,2006-01-21,NOK,@,NYK,W,1,35,6,13,.462,5,10,.500,1,3,.333,14,17,.824,3,4,7,13,1,0,5,3,27,26.3
817,Vince Carter\cartevi01,28-357,G-F,2006-01-18,NJN,@,PHI,W,1,42,12,22,.545,10,15,.667,2,7,.286,5,9,.556,4,4,8,10,1,0,1,1,31,29.4
818,LeBron James\jamesle01,21-016,F-G,2006-01-15,CLE,@,POR,L,1,41,10,26,.385,9,21,.429,1,5,.200,8,11,.727,2,11,13,7,1,3,2,3,29,23.1
819,Kobe Bryant\bryanko01,27-144,G-F,2006-01-14,LAL,@,GSW,W,1,41,13,28,.464,12,23,.522,1,5,.200,11,11,1.000,0,7,7,7,0,0,3,2,38,26.8
820,LeBron James\jamesle01,21-015,F-G,2006-01-14,CLE,@,PHO,L,1,44,18,28,.643,13,20,.650,5,8,.625,5,5,1.000,0,7,7,8,1,0,1,1,46,40.9
821,Dwyane Wade\wadedw01,23-362,G,2006-01-14,MIA,@,UTA,W,1,46,10,20,.500,10,19,.526,0,1,.000,11,12,.917,2,6,8,8,4,1,5,0,31,29.1
822,Kevin Garnett\garneke01,29-237,F-C,2006-01-11,MIN,,CHI,W,1,40,9,19,.474,9,19,.474,0,0,,10,11,.909,3,11,14,9,1,1,1,2,28,29.5
823,LeBron James\jamesle01,21-011,F-G,2006-01-10,CLE,,NYK,L,1,46,14,31,.452,14,24,.583,0,7,.000,8,11,.727,0,7,7,7,0,1,1,0,36,25.4
824,Allen Iverson\iversal01,30-216,G,2006-01-09,PHI,,SEA,W,1,45,15,25,.600,15,25,.600,0,0,,11,13,.846,1,6,7,9,1,0,5,1,41,33.1
825,Kobe Bryant\bryanko01,27-137,G-F,2006-01-07,LAL,@,LAC,W,1,45,17,41,.415,10,26,.385,7,15,.467,9,10,.900,3,5,8,8,1,0,3,2,50,34.1
826,Pau Gasol\gasolpa01,25-184,F-C,2006-01-06,MEM,,UTA,W,1,39,6,14,.429,6,12,.500,0,2,.000,15,20,.750,5,13,18,7,1,4,2,3,27,30.5
827,Mike James\jamesmi01,30-197,G,2006-01-06,TOR,,HOU,W,1,34,10,17,.588,7,11,.636,3,6,.500,7,7,1.000,1,6,7,8,1,0,2,1,30,28.8
828,LeBron James\jamesle01,21-005,F-G,2006-01-04,CLE,@,MIL,W,1,46,12,29,.414,10,21,.476,2,8,.250,6,7,.857,2,9,11,11,5,1,4,1,32,29.2
829,Paul Pierce\piercpa01,28-083,F-G,2006-01-04,BOS,,CHA,W,1,42,11,17,.647,9,14,.643,2,3,.667,7,8,.875,0,8,8,10,1,2,4,3,31,29.7
830,Jamal Crawford\crawfja01,25-288,G,2006-01-02,NYK,,PHO,W,0,49,10,18,.556,8,13,.615,2,5,.400,7,9,.778,1,6,7,7,2,0,3,2,29,25.2
831,LeBron James\jamesle01,21-001,F-G,2005-12-31,CLE,,DET,W,1,45,11,22,.500,9,17,.529,2,5,.400,6,7,.857,1,6,7,7,4,1,5,2,30,24.9
832,Gilbert Arenas\arenagi01,23-358,G,2005-12-30,WAS,,MIA,L,1,42,15,29,.517,11,20,.550,4,9,.444,13,14,.929,3,4,7,8,0,0,3,6,47,35.8
833,Tracy McGrady\mcgratr01,26-218,F-G,2005-12-28,HOU,@,NOK,L,1,45,11,25,.440,7,19,.368,4,6,.667,12,15,.800,0,8,8,7,2,0,4,1,38,28.6
834,LeBron James\jamesle01,20-362,F-G,2005-12-27,CLE,@,NJN,L,1,40,12,21,.571,11,16,.688,1,5,.200,6,9,.667,1,9,10,8,2,0,4,3,31,25.7
835,Chris Webber\webbech01,32-301,F-C,2005-12-27,PHI,@,DEN,W,1,43,15,22,.682,15,22,.682,0,0,,2,4,.500,7,8,15,7,1,1,4,2,32,30.9
836,Tim Duncan\duncati01,29-242,F-C,2005-12-23,SAS,,TOR,W,1,38,12,16,.750,12,16,.750,0,0,,3,8,.375,1,9,10,8,0,1,3,3,27,24.1
837,Dirk Nowitzki\nowitdi01,27-187,F,2005-12-23,DAL,@,SEA,W,1,40,9,20,.450,8,18,.444,1,2,.500,15,15,1.000,1,12,13,7,1,0,1,1,34,32.4
838,Vince Carter\cartevi01,28-328,G-F,2005-12-20,NJN,,LAC,W,1,39,11,22,.500,10,18,.556,1,4,.250,12,14,.857,1,6,7,9,1,1,2,2,35,30.9
839,Gilbert Arenas\arenagi01,23-347,G,2005-12-19,WAS,@,SEA,L,1,45,8,20,.400,3,10,.300,5,10,.500,9,9,1.000,3,4,7,8,1,0,5,5,30,22.1
840,Tracy McGrady\mcgratr01,26-207,F-G,2005-12-17,HOU,@,LAC,L,1,45,12,28,.429,10,20,.500,2,8,.250,3,3,1.000,0,7,7,7,0,0,4,1,29,16.8
841,Vince Carter\cartevi01,28-324,G-F,2005-12-16,NJN,,DEN,W,1,45,10,25,.400,5,15,.333,5,10,.500,9,10,.900,4,8,12,8,1,0,4,1,34,27.5
842,Dwyane Wade\wadedw01,23-328,G,2005-12-11,MIA,,WAS,W,1,47,15,27,.556,15,26,.577,0,1,.000,11,13,.846,3,7,10,8,4,1,2,3,41,38.6
843,LeBron James\jamesle01,20-345,F-G,2005-12-10,CLE,@,MIL,L,1,43,19,29,.655,14,20,.700,5,9,.556,9,10,.900,0,7,7,7,2,0,3,5,52,42.9
844,Paul Pierce\piercpa01,28-052,F-G,2005-12-04,BOS,@,NYK,W,1,44,8,15,.533,7,13,.538,1,2,.500,11,15,.733,0,9,9,7,5,0,2,1,28,29.3
845,LeBron James\jamesle01,20-335,F-G,2005-11-30,CLE,,LAC,W,1,50,7,20,.350,7,17,.412,0,3,.000,14,17,.824,0,7,7,9,1,1,6,1,28,19.3
846,Steve Nash\nashst01,31-296,G,2005-11-30,PHO,,IND,W,1,34,10,15,.667,3,7,.429,7,8,.875,4,4,1.000,0,8,8,9,0,0,4,0,31,29.2
847,Jason Kidd\kiddja01,32-249,G,2005-11-27,NJN,@,LAL,W,1,46,11,21,.524,10,19,.526,1,2,.500,12,15,.800,1,7,8,12,1,2,7,5,35,28.1
848,Michael Redd\reddmi01,26-091,G,2005-11-23,MIL,,PHI,W,1,41,11,25,.440,9,19,.474,2,6,.333,8,10,.800,1,8,9,7,1,0,1,0,32,26.1
849,Dwyane Wade\wadedw01,23-307,G,2005-11-20,MIA,@,TOR,L,1,41,14,29,.483,13,25,.520,1,4,.250,4,7,.571,2,6,8,9,1,0,3,2,33,23.8
850,LeBron James\jamesle01,20-324,F-G,2005-11-19,CLE,@,PHI,W,1,47,14,24,.583,14,22,.636,0,2,.000,8,10,.800,2,9,11,10,1,1,5,1,36,31.4
851,Dwyane Wade\wadedw01,23-305,G,2005-11-18,MIA,,PHI,W,1,43,12,27,.444,12,24,.500,0,3,.000,8,9,.889,3,6,9,10,3,1,2,3,32,28.9
852,Paul Pierce\piercpa01,28-027,F-G,2005-11-09,BOS,,MEM,W,1,40,9,13,.692,6,10,.600,3,3,1.000,8,10,.800,1,6,7,8,3,1,1,3,29,32.3
853,Richard Jefferson\jefferi01,25-137,F,2005-11-05,NJN,,CHI,W,1,44,10,20,.500,10,17,.588,0,3,.000,8,8,1.000,3,10,13,7,1,0,2,4,28,25.4
854,Steve Nash\nashst01,31-267,G,2005-11-01,PHO,,DAL,L,1,45,11,25,.440,9,20,.450,2,5,.400,6,6,1.000,2,6,8,9,1,0,6,5,30,19.4
855,LeBron James\jamesle01,20-111,F-G,2005-04-20,CLE,@,TOR,W,1,48,10,23,.435,8,15,.533,2,8,.250,5,10,.500,2,12,14,14,0,1,2,1,27,26.0
856,Jason Kidd\kiddja01,32-027,G,2005-04-19,NJN,,WAS,W,1,43,13,26,.500,10,17,.588,3,9,.333,6,8,.750,3,5,8,8,5,0,4,1,35,31.0
857,Allen Iverson\iversal01,29-315,G,2005-04-18,PHI,,MIL,W,1,46,15,27,.556,13,23,.565,2,4,.500,7,9,.778,1,6,7,12,3,0,4,0,39,35.2
858,Kobe Bryant\bryanko01,26-237,G-F,2005-04-17,LAL,,DAL,L,1,35,9,15,.600,4,6,.667,5,9,.556,10,11,.909,4,3,7,9,2,0,8,2,33,28.9
859,LeBron James\jamesle01,20-105,F-G,2005-04-14,CLE,,NYK,L,1,42,7,25,.280,3,12,.250,4,13,.308,9,14,.643,1,17,18,7,2,2,4,3,27,19.2
860,Kevin Garnett\garneke01,28-325,F-C,2005-04-09,MIN,@,ATL,L,1,38,8,14,.571,8,14,.571,0,0,,15,15,1.000,4,8,12,7,1,1,2,1,31,33.8
861,LeBron James\jamesle01,20-100,F-G,2005-04-09,CLE,,MIL,W,1,47,15,26,.577,8,13,.615,7,13,.538,3,3,1.000,1,9,10,10,2,1,3,2,40,37.1
862,LeBron James\jamesle01,20-099,F-G,2005-04-08,CLE,@,PHI,L,1,48,12,30,.400,10,24,.417,2,6,.333,11,11,1.000,4,9,13,7,5,0,5,1,37,30.8
863,Jason Kidd\kiddja01,32-015,G,2005-04-07,NJN,,NYK,W,1,36,11,22,.500,8,12,.667,3,10,.300,3,3,1.000,4,6,10,12,1,0,1,3,28,28.8
864,Allen Iverson\iversal01,29-303,G,2005-04-06,PHI,,CHA,W,1,48,17,31,.548,16,23,.696,1,8,.125,13,14,.929,0,7,7,8,2,0,5,2,48,36.6
865,LeBron James\jamesle01,20-094,F-G,2005-04-03,CLE,,DAL,W,1,48,10,23,.435,6,15,.400,4,8,.500,13,13,1.000,2,8,10,7,2,1,6,3,37,29.1
866,LeBron James\jamesle01,20-092,F-G,2005-04-01,CLE,,SAC,L,1,44,13,21,.619,11,17,.647,2,4,.500,7,10,.700,0,8,8,9,2,0,7,2,35,27.2
867,Dwyane Wade\wadedw01,23-067,G,2005-03-25,MIA,,PHO,W,1,40,12,25,.480,11,24,.458,1,1,1.000,10,12,.833,0,7,7,9,2,1,6,3,35,25.4
868,Corey Maggette\maggeco01,25-127,F,2005-03-19,LAC,,SAC,L,1,46,9,21,.429,9,20,.450,0,1,.000,10,11,.909,1,11,12,7,0,1,4,3,28,20.9
869,Gilbert Arenas\arenagi01,23-071,G,2005-03-18,WAS,@,MIL,L,1,46,12,35,.343,9,23,.391,3,12,.250,0,0,,3,7,10,7,3,1,0,3,27,18.9
870,Vince Carter\cartevi01,28-049,G-F,2005-03-16,NJN,,CHI,W,1,40,11,16,.688,8,9,.889,3,7,.429,5,6,.833,2,6,8,8,2,0,1,2,30,31.8
871,Manu Ginobili\ginobma01,27-221,G,2005-03-06,SAS,,UTA,W,1,35,7,11,.636,4,7,.571,3,4,.750,14,15,.933,0,8,8,7,1,0,3,4,31,29.4
872,LeBron James\jamesle01,20-064,F-G,2005-03-04,CLE,@,PHI,L,1,40,12,21,.571,12,20,.600,0,1,.000,10,12,.833,1,6,7,7,4,0,6,1,34,28.3
873,Vince Carter\cartevi01,28-035,G-F,2005-03-02,NJN,@,PHI,W,1,43,8,19,.421,4,13,.308,4,6,.667,12,14,.857,0,8,8,7,1,0,2,4,32,25.8
874,Paul Pierce\piercpa01,27-140,F-G,2005-03-02,BOS,,LAL,W,1,44,10,18,.556,7,15,.467,3,3,1.000,6,7,.857,0,9,9,7,0,1,2,2,29,25.5
875,Kobe Bryant\bryanko01,26-188,G-F,2005-02-27,LAL,@,TOR,L,1,42,12,25,.480,11,19,.579,1,6,.167,6,8,.750,2,6,8,8,0,0,4,4,31,20.7
876,Marquis Daniels\daniema01,24-048,G-F,2005-02-24,DAL,,SAC,W,1,36,13,23,.565,13,21,.619,0,2,.000,3,3,1.000,5,4,9,8,2,0,3,2,29,26.6
877,Steve Francis\francst01,27-357,G,2005-02-12,ORL,@,PHI,L,1,34,10,20,.500,9,17,.529,1,3,.333,11,12,.917,4,9,13,8,3,0,7,5,32,26.7
878,Dirk Nowitzki\nowitdi01,26-237,F,2005-02-11,DAL,@,SAC,W,1,40,10,20,.500,9,18,.500,1,2,.500,6,6,1.000,0,7,7,7,0,2,3,1,27,22.0
879,Steve Francis\francst01,27-355,G,2005-02-10,ORL,,ATL,W,1,34,8,23,.348,7,22,.318,1,1,1.000,11,14,.786,1,6,7,9,0,0,4,4,28,17.1
880,Jason Kidd\kiddja01,31-323,G,2005-02-09,NJN,,LAL,L,1,48,10,22,.455,5,15,.333,5,7,.714,3,4,.750,1,11,12,12,0,0,0,1,28,28.2
881,Paul Pierce\piercpa01,27-112,F-G,2005-02-02,BOS,,NJN,W,1,30,9,15,.600,9,15,.600,0,0,,10,12,.833,0,10,10,10,4,1,1,0,28,34.0
882,Allen Iverson\iversal01,29-238,G,2005-01-31,PHI,,IND,W,1,44,8,24,.333,8,21,.381,0,3,.000,11,12,.917,2,7,9,8,2,0,3,2,27,20.3
883,Vince Carter\cartevi01,28-003,G-F,2005-01-29,NJN,@,UTA,W,1,37,11,20,.550,6,15,.400,5,5,1.000,3,4,.750,0,8,8,10,2,4,3,4,30,29.6
884,Steve Francis\francst01,27-343,G,2005-01-29,ORL,@,WAS,W,1,43,13,26,.500,11,22,.500,2,4,.500,4,5,.800,4,5,9,7,1,0,6,4,32,21.2
885,Tracy McGrady\mcgratr01,25-249,F-G,2005-01-28,HOU,,SAC,L,1,50,11,30,.367,8,18,.444,3,12,.250,5,7,.714,1,6,7,12,3,2,4,4,30,22.3
886,Antoine Walker\walkean02,28-169,F,2005-01-28,ATL,,MIA,L,1,46,12,18,.667,6,10,.600,6,8,.750,6,10,.600,1,9,10,8,0,1,8,4,36,26.7
887,LeBron James\jamesle01,20-027,F-G,2005-01-26,CLE,,MEM,W,1,42,10,16,.625,6,10,.600,4,6,.667,3,4,.750,1,8,9,15,3,2,5,1,27,32.0
888,LeBron James\jamesle01,20-025,F-G,2005-01-24,CLE,,WAS,L,1,48,12,26,.462,11,25,.440,1,1,1.000,6,10,.600,4,6,10,8,2,1,5,3,31,22.7
889,LeBron James\jamesle01,20-023,F-G,2005-01-22,CLE,@,GSW,W,1,43,13,24,.542,13,23,.565,0,1,.000,2,2,1.000,1,11,12,10,1,1,3,1,28,25.7
890,Steve Francis\francst01,27-334,G,2005-01-20,ORL,,HOU,L,1,46,8,18,.444,8,16,.500,0,2,.000,12,17,.706,1,6,7,9,1,1,1,3,28,24.9
891,Chris Webber\webbech01,31-325,F-C,2005-01-20,SAC,,CLE,W,1,35,12,24,.500,11,23,.478,1,1,1.000,2,2,1.000,3,10,13,7,0,2,2,5,27,22.4
892,Vince Carter\cartevi01,27-359,G-F,2005-01-19,NJN,,MIL,W,1,44,14,24,.583,12,20,.600,2,4,.500,3,4,.750,1,8,9,9,2,1,3,2,33,29.7
893,LeBron James\jamesle01,20-020,F-G,2005-01-19,CLE,@,POR,W,1,44,11,16,.688,10,15,.667,1,1,1.000,4,6,.667,1,10,11,10,4,0,2,4,27,30.5
894,Jamaal Tinsley\tinslja01,26-326,G,2005-01-19,IND,@,NOH,L,1,36,10,18,.556,7,9,.778,3,9,.333,5,6,.833,0,8,8,9,1,0,4,4,28,23.1
895,Steve Francis\francst01,27-328,G,2005-01-14,ORL,@,DET,L,1,43,10,20,.500,10,19,.526,0,1,.000,11,13,.846,4,5,9,8,0,1,6,2,31,24.0
896,LeBron James\jamesle01,20-014,F-G,2005-01-13,CLE,@,LAL,L,1,44,12,26,.462,11,22,.500,1,4,.250,3,4,.750,3,10,13,9,1,1,4,1,28,22.9
897,LeBron James\jamesle01,20-012,F-G,2005-01-11,CLE,,CHA,W,1,49,11,24,.458,9,19,.474,2,5,.400,5,7,.714,1,7,8,9,2,1,8,1,29,19.2
898,Larry Hughes\hughela01,25-351,G,2005-01-08,WAS,,MIN,W,1,43,9,18,.500,7,14,.500,2,4,.500,8,9,.889,3,8,11,8,1,0,3,3,28,25.5
899,Dwyane Wade\wadedw01,22-348,G,2004-12-30,MIA,@,DET,W,1,42,12,18,.667,12,18,.667,0,0,,7,10,.700,3,7,10,10,1,1,4,4,31,29.3
900,Stephon Marbury\marbust01,27-313,G,2004-12-29,NYK,,MIN,W,1,38,12,19,.632,11,16,.688,1,3,.333,7,7,1.000,1,6,7,11,2,0,3,3,32,31.5
901,Allen Iverson\iversal01,29-204,G,2004-12-28,PHI,@,SEA,W,1,41,13,30,.433,11,23,.478,2,7,.286,6,8,.750,1,8,9,7,1,0,5,4,34,19.8
902,LeBron James\jamesle01,19-364,F-G,2004-12-28,CLE,@,ATL,W,1,46,13,25,.520,10,20,.500,3,5,.600,11,14,.786,1,8,9,7,1,0,1,2,40,33.7
903,Tracy McGrady\mcgratr01,25-210,F-G,2004-12-20,HOU,,TOR,W,1,44,12,21,.571,10,17,.588,2,4,.500,8,11,.727,3,9,12,7,1,0,2,4,34,30.0
904,Tracy McGrady\mcgratr01,25-208,F-G,2004-12-18,HOU,@,CHA,L,1,45,9,30,.300,7,22,.318,2,8,.250,9,10,.900,0,7,7,9,1,3,4,2,29,17.9
905,Kobe Bryant\bryanko01,26-116,G-F,2004-12-17,LAL,,WAS,L,1,50,9,22,.409,6,15,.400,3,7,.429,15,22,.682,1,9,10,14,2,1,5,1,36,31.9
906,Kevin Garnett\garneke01,28-212,F-C,2004-12-17,MIN,,LAC,W,1,35,8,12,.667,7,11,.636,1,1,1.000,11,13,.846,4,6,10,7,1,0,2,1,28,30.1
907,Mike Bibby\bibbymi01,26-215,G,2004-12-14,SAC,@,MIL,W,1,41,9,19,.474,8,14,.571,1,5,.200,8,8,1.000,4,6,10,9,4,0,2,1,27,29.8
908,Allen Iverson\iversal01,29-190,G,2004-12-14,PHI,,DEN,W,1,43,11,23,.478,11,20,.550,0,3,.000,9,10,.900,2,8,10,8,2,0,7,2,31,22.5
909,Steve Francis\francst01,27-295,G,2004-12-12,ORL,@,LAL,L,1,42,11,20,.550,11,18,.611,0,2,.000,5,5,1.000,2,5,7,13,1,2,2,5,27,27.8
910,Carmelo Anthony\anthoca01,20-195,F,2004-12-10,DEN,@,TOR,W,1,37,9,18,.500,9,18,.500,0,0,,10,15,.667,1,7,8,9,1,0,4,3,28,21.9
911,Steve Francis\francst01,27-293,G,2004-12-10,ORL,@,GSW,W,1,40,11,26,.423,11,25,.440,0,1,.000,14,14,1.000,2,6,8,8,1,0,1,3,36,29.8
912,Kevin Garnett\garneke01,28-205,F-C,2004-12-10,MIN,,SAC,W,1,44,11,22,.500,11,21,.524,0,1,.000,13,13,1.000,6,12,18,9,4,1,3,1,35,39.4
913,Amar'e Stoudemire\stoudam01,22-024,F-C,2004-12-10,PHO,,CHA,W,1,43,13,20,.650,13,19,.684,0,1,.000,10,12,.833,1,14,15,8,1,1,5,3,36,32.4
